start	end	text
2880	11660	E' inutile presentare Enrico Letta perché credo che lo conosciate e comunque credo sia
11660	20620	stato il più giovane Ministro della Repubblica, più giovane di Prodi, più giovane di Prodi
20620	27980	che fu Ministro dell'Industria quando aveva più dei 32 anni di Letta, molti di più.
29760	35180	Non a caso Letta era definito il nipotino di Ciampi, no?
36380	49360	Ma poi sono anche nipote di insomma. Io voglio soltanto dirvi una cosa,
49440	54260	vi chiedo in questi ultimi giorni di fare un grandissimo sforzo su quel simbolo Uniti
54260	60420	nell'Ulivo. Lo dico perché quel simbolo è diverso dal simbolo che, dai simboli che trovate per
60420	67300	sostenere Davide, è un simbolo bellissimo. Io voglio ringraziare il protagonista di quel
67300	79140	simbolo che è Romano Prodi. Grazie a lui noi oggi abbiamo quel simbolo, però vi chiedo veramente
79140	83400	a nome di tutti gli amici che sono qui e che stanno facendo questa bellissima corsa insieme
83400	88740	a me. Vi chiedo veramente quel simbolo di farlo conoscere, di spiegarlo, di spiegare la fatica che
88740	94900	c'è stata dietro quel simbolo e le grandi prospettive che ci sono davanti. L'unità che quel simbolo
94900	102200	dimostra e le persone, le facce, le facce che sono qui insieme a noi, che sono facce di persone che
102200	109040	rappresentano molto, che saranno ottimi parlamentari europei. Giovanni, Paolo, Vittorio e Loredana che
109040	116320	insieme a me stanno facendo questa bellissima avventura e poi devo ringraziarvi anche perché
116320	120520	voi non sapevate che quando avete scelto me come capolista non sapevate di avere l'arma
121520	126840	assolutamente a sorpresa. Vi racconto cosa mi è successo l'altro giorno in Riviera Romagnola,
128160	132460	comunque questa è la dimostrazione che non possiamo che vincere ovviamente. Riviera Romagnola l'altro
132460	138360	giorno aveva una manifestazione in un albergo, l'incontro come spesso me ne fanno fare con gli
139300	144700	prenditori, gli operatori turistici, gli artigiani e c'era una coppia di persone molto anziane che
144700	149720	ronzava attorno a questo incontro. Poi alla fine è finito l'incontro, erano molto timidi e poi mi
149720	157800	si sono avvicinati e lui mi ha detto sa noi la stimiamo tantissimo, le posso stringere alla
157800	167620	mano? Ovviamente il mio ego è molto cresciuto dal termine di una giornata molto stancante. Ho detto
167620	174100	e già qui ho cominciato a preoccuparmi. E poi mi fa sa ci parlava tanto di lei il cardinal Tardini,
174280	182120	credo sia scomparso qualche decennio fa. Poi mi fa stringendomi la mano forte forte, ci parlava
182120	190600	tanto di lei il presidente Fanfani. Io ovviamente a quel punto ho capito la malapparata ho tirato
190600	195800	fuori il santino, il mio santino elettorale, gli ho dato dicendo mi potete votare a questo punto?
195800	199200	Allora il signore ha dato alla signora anziana del santino ha detto mi raccomando tenetelo in
199200	204660	borsa portiamolo nelle urne. Io tutto tranquillo stavo per andar via, hanno finito, la seguiamo
204660	217960	da quando era direttore del tempo e ho detto bene. Simpatico Letta anche lui ha un difetto e tifoso
217960	235040	del Milan. Allora forse possiamo incominciare l'intervista al presidente Prodi che io negli ultimi
235040	241300	trent'anni ho intervistato un sacco di volte. Ma mai in pubblico così? Ma mai in pubblico. Io
241900	249420	una cosa molto semplice, quando arriverà l'euro ci saranno i mutui delle case al 5%, allora erano
249420	258000	tra il 14 e il 16%, grandi risate, i mutui delle case ma non per merito mio perché è chiaro che
258000	265380	quando si deve attuare una disciplina monetaria si aggiustano tutti i dati e quindi l'euro è arrivato
265380	274000	al suo esito di portare i mutui delle case al 5% e questo è stato qualcosa di straordinariamente
274000	281760	importante per il nostro Paese. Ma volevo anche esprimere il mio stupore, il mio sentimento di
281760	288300	vedere in questi giorni e qui il fatto di vivere all'estero, diciamo così no, di vivere fuori
288500	295040	in Italia mi fa fare dei ragionamenti che magari se ci fosse abituato di giovani non farei di vedere
295040	302780	la televisione, di sentire per radio e di vedere nei cartelloni elettorali un ragionamento puramente
302780	311400	in l'ere, cioè un significato di rifiuto. Ma vi rendete conto che dopo oltre due anni che
311400	316700	la moneta in azione si continuano a attribuire delle colpe all'euro ma cosa continuiamo fino al
316700	325040	5000 a dire che è colpa dell'euro? Dico ma sono passati due anni e mezzo e in più per confondere
325040	331540	le acque si ripristina a ragionare in l'ire. Chi l'ha fatto il ragionamento in l'ire? Non lo so, non lo so.
331540	339060	Ti voglio costringere a pronunciare. Ma ne è anche morto, ma ne è anche morto, ma ne è anche morto,
339220	350100	ma stiamo scherzando, ma ne è anche morto. Allora alleggeriamo un attimo, si dice che Strasburgo
350880	357620	sia un luogo di goduri e mollezze, dalla faccia di costa si direbbe che è vero, no c'è una grande
357620	364480	polemica sul Parlamento europeo, sui superstipendi dei parlamentari europei, sulla vita di mollezze
364480	372520	che si fa a Strasburgo. Forse per questo le liste dei candidati, contrariamente agli altri paesi che
372520	381420	candidano intellettuali, politici, nelle liste italiane ci sono molti nani e ballerini. No,
382300	394460	nella nostra lista no, nella nostra lista non ci sono. Come? Nella nostra lista non ci sono nani e
394460	402160	c'è una sapienza, una sapiente dosatura di diverse esperienze professionale. Cioè a Bruxelles e a Strasburgo
402160	412100	bisogna apportare la diversità delle esperienze personali dei paesi. E vedete poi Paolo Costa
412100	420040	potrà darvi una battuta anche lui. Indirizzi dai localini di Strasburgo? No, no, ma il Parlamento europeo è un luogo
