start	end	text
0	5240	le cose non ci stanno bene oggi, va bene, abbiamo modo di cambiarle, il 12-13 aprile
5240	13120	sarà il momento in cui l'Italia cambierà e se proprio non dovesse riuscire cosa che
13120	20120	noi non vogliamo mettere nemmeno in conto, si sappia che è già cambiata, grazie al
20120	24300	Partito Democratico, grazie al Partito Democratico è già cambiata l'Italia.
25840	31420	Io mi fermo qui e ringrazio ancora il Dottor Riccio e l'onorevole D'Alema, grazie.
40960	43940	Diamo la parola all'onorevole Massimo D'Alema.
51040	66360	Grazie, grazie per la presenza, per il calore di questa manifestazione che è una testimonianza
66360	78140	forte di questa vostra città, la cui storia, le cui battaglie sono importanti per il movimento
78140	84240	dei lavoratori, per il movimento democratico nel mezzogiorno. Ci siamo visti anche tanti
84240	94840	anni fa diversi momenti di battaglia elettorale e mi fa veramente piacere di concludere qui
95760	104400	una giornata molto bella, una di quelle giornate che come meridionale, come parlamentare del
105540	114080	mezzogiorno, come parlamentare impegnato qui con voi a Napoli nella campagna, in questa
114080	124520	campagna elettorale, una di quelle giornate che ti danno orgoglio. Ho visitato aziende
124520	134920	realtà diverse che tuttavia comunicano lo stesso messaggio, che è un messaggio di forza, di speranza.
137300	142700	Dal grande centro commerciale che un gruppo di imprenditori ha messo insieme trasformando
142700	148880	un'area industriale di smessa e dandole una nuova vocazione, servizi, creando lavoro,
150060	158040	al grande centro, al grande interporto che è un modello internazionale e che viene guardato
159080	163600	in ogni parte del mondo, in diverse parti del mondo, come un modello e come un'esperienza
163600	175580	da importare alle aziende che testimoniano una eccellenza che fa di questa regione insieme
175580	183940	alla Puglia nell'aeronautica un polo mondiale delle nuove tecnologie e delle produzioni
183940	192220	più avanzate e qualificate. Sì, lo so che il mezzogiorno non è solo questo. Lo sappiamo
192900	201660	che c'è disoccupazione, precarietà, emergenze, ma dobbiamo dire a noi stessi e a tutto il
201660	209100	Paese che il mezzogiorno è anche questo, che ci sono queste potenzialità straordinarie,
209560	217500	che ci sono quei giovani ingegneri e periti che costruiscono le parti degli aerei più
217500	231640	grandi del mondo, qui facendo invidia per qualità del lavoro, per puntualità, per
231640	239460	con le quali collaboriamo. Ragazze, ragazzi uscite dalle nostre università, dalle nostre
239460	249560	università del mezzogiorno, dove anche ci sono problemi, ma c'è eccellenza, qualità,
250320	261620	aree di innovazione e di ricerca che sono di livello mondiale. È il momento, anche
262380	269740	e non soltanto della protesta che è legittima o della lamentela che non serve a niente.
270440	279500	È anche il momento dell'orgoglio. Mi è capitato qualche giorno fa di avviare una
280920	290860	polemica con la Lega Nord, ho detto che noi siamo preoccupati per il fatto che nel prossimo
290860	296340	Parlamento, se dovesse vincere Berlusconi, la Lega Nord avrebbe un peso determinante.
298000	304040	Ho detto che per noi meridionali questo sarebbe un problema perché quel partito non solo
304040	312820	non ci vuole bene, ma non ci rappresenta. Qual è lo strumento che il cittadino ha nei
312820	317720	confronti dei partiti? Che se non gli piace un partito non lo vota, ma come fai a punire
317720	323240	un partito che da noi non si presenta neanche all'elezione, come è la Lega Nord? C'è una
323240	331800	forza che è totalmente estranea al mezzogiorno, che vuole governare il mezzogiorno ma non
331800	337860	lo rappresenta e non risponde ai cittadini del mezzogiorno. Io ho detto che è come una
337860	344620	forza politica straniera per noi, immediatamente sono venute le voci di protesta e devo dire
344620	355800	che l'onorevole Calderoli ha detto che questi soldi stranieri a voi meridionali assistiti però
355800	366620	mi fanno comodo e quindi ci ha messo quella puntina di razzismo. Ma date, senza retorica,
368580	385100	il Nord non c'è straniero, la Lega c'è straniera. Il Nord sa bene che nella ricchezza e nel
385660	400020	del Nord c'è anche tanta fatica e tanto lavoro dei meridionali. Il Nord, quello migliore, sa che
400020	411620	la condizione per vincere la sfida è l'unità del Paese e che chi cavalca il Nord contro il Sud,
