start	end	text
0	26920	Lui credo insomma, mi parlo sì, ci sono dei generali, allora io di sì, anche se ci sono dei generali, sono cose del genere, poi alla fine uscirà anche perché, faccio giornalista dal 1959, quando vedo che espresso il panorama, in quel caso, cominciano a pubblicare qualche cosa, so che evidentemente hanno in mano tutto o comunque qualcuno che progressivamente gli passa queste cose.
26920	34820	Per cui, voglio dire, un minimo di professioni e di abitudini ti fa capire che lì comincia.
34940	40220	Gli elenchi poi però non uscirono per indiscrezione giornalistica, eh, uscirono per una decisione presenziale.
40220	42220	Certo, sì, però erano usciti di parte molte nomi, eh.
42220	52000	Su questa decisione, sull'elaborazione di questa decisione, lei che cosa sapeva da Tassandin, da Trecca, che stava succedendo intorno a questa decisione di pubblicare una pubblicazione?
52000	58080	Ah, non sapevo niente di questo, no, questo niente, però non uscirono tutti, ne uscirono una parte su espresso il panorama.
58120	65340	No, poi, voglio dire, la fine a maggio gli elenchi escono per decisione di la verità politica, sì, ma per indiscrezione.
65380	66700	Non per il giornale, certo.
67720	69880	Vabbè, no, nessun'altra non ho domande.
71140	75400	Le parti hanno domande? Nessuna? Grazie.
76080	77960	Posso andare? Grazie, buongiorno.
77960	84140	No, chi c'è? E poi? Allora, vieni.
90760	93640	Per Betoni, pubblico ministero, diamo lettura?
94060	94760	Sì.
94760	106760	Allora, per Betoni, Luigi, che è ammalata e quindi legittimamente impedita a comparire su conforme richiesta del pubblico ministero, le parti sono d'accordo?
107920	116420	Sull'accordo delle parti si dà lettura sempre in relazione alle modalità previste dal 466B del Codice di Procedura Penale.
124460	142960	Giorgio Mazzanti, lo comunica il pubblico ministero alle parti, se non ci sono altri ripensamenti sarà sentito il 9 novembre, dopo, si accomodi, dopo Wietzer, perché stau trovato, finalmente, però soltanto ieri e oggi era occupato.
142960	154900	Quindi il 9 novembre, Wietzer e Mazzanti, Giorgio. Consapevo della responsabilità che il giudicato assume davanti a Dio il Buono, in giudizia della verità, tutta la verità e niente altro che la verità, dico lo giuro.
154920	155600	Lo giuro.
156140	158780	Vuole declinare le sue complete generalità, per favore?
159000	167960	Sì. Berlusconi Silvio, nato a Milano il 29 settembre 1936.
168540	169420	Dove è residente?
169420	170420	Presidente a Milano.
172320	172740	Via?
173020	174500	Via alle San Gimignano, 12.
176380	184420	In 26 ottobre dell'81 lei rese una dichiarazione al pubblico giudice e struttore di Milano. La conferma signor Berlusconi?
185360	186700	Sì, certamente.
186700	202260	Parlo della sua adesione all'alloggia più dura. Ecco, se il racconto lo volesse ripetere davanti alla corte, cominciando dal principio, credo per l'intervento di Gervaso, no? Così conobbe Celle lei?
202700	207860	Sì, sì, per l'intervento attraverso il mio amico Roberto Gervaso.
208440	215660	Ecco, se vuole raccontare come avvenne questa conoscenza e perché Gervaso glielo presentò e perché lei aderì.
217160	227660	Sì. Allora io incontrai Gelli, adesso è molto lontano il tempo, credo che siano parecchi anni e quindi...
228540	237680	Credo che avvenne nel 78, vero? Al principio del 78. Così lei disse, aderì nei primi mesi del 78.
238160	239760	Ecco, questa è nella mia dichiarazione?
239780	240160	Sì.
240240	243100	Quindi allora era una dichiarazione resa vicina, no, a quella data?
243100	244200	Nell'81.
244200	245240	Nell'81.
245460	254100	Però l'invito era già anteriore di sei mesi, quindi possiamo dire, verso la fine del 1977 avviene l'incontro.
255280	263600	Ho capito. Sì, io non ricordo tutte queste date perché mi pareva che fosse anzi più vicino al momento in cui scoppiò lo scandalo della P2.
263600	272600	Anche perché tutto quanto in effetti si risolse nella mia adesione sollecitatemi dall'amico Roberto Gervaso.
