start	end	text
28340	29780	Sottotitoli creati dalla comunità Amara.org
58540	59940	Sottotitoli creati dalla comunità Amara.org
75640	89980	Sono lieto di dare al nome della Bocconi il più cordiale benvenuto al Presidente del
116860	119960	Consiglio e amico Giuliano Amato.
131180	134220	Sottotitoli creati dalla comunità Amara.org
176520	178200	Sottotitoli creati dalla comunità Amara.org
204580	209760	Sottotitoli creati dalla comunità Amara.org
231360	234240	Sottotitoli creati dalla comunità Amara.org
264820	269940	Sottotitoli creati dalla comunità Amara.org
294260	295660	Sottotitoli creati dalla comunità Amara.org
320940	326640	Sottotitoli creati dalla comunità Amara.org
355260	356780	Sottotitoli creati dalla comunità Amara.org
380960	384700	Sottotitoli creati dalla comunità Amara.org
414640	415040	Sottotitoli creati dalla comunità Amara.org
419960	419980	Sottotitoli creati dalla comunità Amara.org
