start	end	text
0	28240	Però quando mi capita di leggere, io leggo questo periodo, professori che un giorno si o un giorno non pure ci spiegano come si risolve il mondo con il referendum o senza il referendum, con la proporzionale, senza la proporzionale, Ruffili era un'altra cosa.
30160	55240	Secondo me, io rifletterei molto su questo, anche con riferimento alle preoccupazioni a cui lei ha dato voce sui lavori della bicameralia, i lavori della bicameralia ingondano difficoltà nonno per le procedure adottate, per le ipotesi avanzate, ma per la carenza di cultura costituente che c'è.
55400	75740	Direi nel mondo accademico prima e di riflesso nel mondo politico. Questa è una constatazione che dobbiamo fare. Io credo che il limite sia un po' più delle forze politiche, nonno per non incorrere nelle ire dei professori.
76960	101980	Ma lo dico con serena consapevolezza, perché il compito della politica secondo me non è risolto un problema di fondo, questo lo voglio dire ai miei due interlocutori, perché credo che avremo diversità di opinioni su alcune questioni, non stasera, noi ci conosciamo, abbiamo discusso, parliamo.
101980	128980	Perché in gioco non è questa o quella misura, in gioco è la concezione della democrazia, in gioco è la concezione del potere, c'è una sorta di spazio indistinto tra il potere funzionale a se stesso, cioè il potere, condizione di dominio,
129220	150220	e il potere strutturato come funzione di una facoltà democraticamente legittimata. Diversamente tutte le discussioni che facciamo si toglie, si aggiunge alla quota proporzionale, che è una cosa di una confusione enorme, non avrebbe significato.
151540	170280	Ruffillo aveva una cultura diversa, ho letto che qualcuno l'ha battezzato nell'olivo, non lo so, certamente sarebbe stato con noi, però quando Ruffillo ha pensato le condizioni storico-politiche del Paese erano diverse.
173180	187800	Nel 1987 l'ipotesi sulla quale lavoravamo era costruire l'alternanza tra la democrazia cristiana e il Partito Comunista, era diversa, era così.
187800	215720	E su questa ipotesi, cioè analizzando la realtà sociopolitica del Paese, che si è sviluppata la riflessione istituzionale di Ruffillo, non si ritirò qua nella sua forlido, scappava spessissimo tutte le volte che poteva per inventare un marchingeglio.
218540	235000	Lui ha accompagnato, ma direi proprio nella sua formazione, in mondo potremmo dire che era un po' più lo storico che un giurista, non nel senso che non fosse giurista, ma la sua preoccupazione era prima analizzare il fatto, capire la vicenda,
235000	248000	e poi rindracciare la norma a garanzia del fatto da tutelare o a inrodurre meccanismi di sollecitazione a comportamenti che cambiassero i fatti.
248450	275350	Direi che la sua straordinarietà dal punto di vista dell'intelligenza, ma anche dal punto di vista del carattere, lui ha lavorato dall'82 all'87 in un contesto molto difficile, scaramente dialogante, la cultura delle riformi istituzionali direi che è una conquista recente,
275350	297350	e si vede, non l'abbiamo digerita, abbiamo cominciato a parlare come forze politiche, l'abbiamo scoperta con enorme ritardo, direi che se facessimo un referendum tra i parlamentari,
297350	316390	lo dico in maniera molto serena, per capire che valore l'attuale dirigenza parlamentare attribuisce alle istituzioni, potremmo avere qualche sorpresa, cioè nel senso che la consapevolezza che sia il problema politico principale non c'è,
316390	334690	si immagina come una cosa di cui si potrebbe fare anche a meno, non lo si dice, ma perché la moda è così, ma che ci sia la consapevolezza che il problema politico principale sia il riordino istituzionale, questo non c'è.
335690	352450	E direi che questo spiega, spiega anche poi le soluzioni che si indicano, le istituzioni sono la continuazione di un processo, sono l'evoluzione della storia, sono la capacità di prevedere il futuro,
352450	375150	quando manca questa consapevolezza, i modelli istituzionali diventano un discorso fatto a caso, un po' come quelli che giocano a 3-7 senza capire le carte che ha l'avversario, io non faccio nessun riferimento al giocatore, tirano la prima carta che hanno, non è che c'è il gioco, la comprensione,
376790	393150	allora, io direi che vorrei ricordare due cose, perché lui poi si è caratterizzato nella fase finale della sua attività su due questioni, e io le ripropongo, la legge elettorale,
394270	413150	lo devo dire a Barbera, perché mi ha detto, era buona allora, mi ha detto in un'altra circostanza dopo, non è così, perché la riforma elettorale proposta da Ruffilli non era l'invenzione di un meccanismo per far vincere qualcuno,
414250	432150	adesso il difetto, adesso ne parla pure di Pietro, di legge elettorale, quindi siamo proprio al limite dell'ingomprensione, lui ragionava per vedere, hai ragione che di fronte ai professori sono sempre timoroso,
434390	452310	quando ha discusso di legge elettorale, lui discusse prima, capì prima dove il sistema politico si era ingeppato, e per la verità, io farei una distinzione che vale ancora adesso,
452310	469650	quando diciamo che la Costituzione è vecchia, parte dalla banalità di un'affermazione del genere delle Costituzioni, in un certo senso hanno il carattere dell'eternità, perché evolvono, non è che si consumano,
469650	482690	poi noi siamo un Paese che inventa le mode, la nostra Costituzione sarebbe vecchia perché ha 50 anni e poi vogliamo importare la Costituzione americana che anni ha 200, quindi si capirebbe questa fretta,
482690	504470	in realtà la Costituzione italiana non risolse due problemi, non sono risolti nella vecchia Costituzione, la stabilità dell'esecutivo non è risolta, e direi che i Costituenti ebbero consapevolezza di non aver risolto questo problema nel 1948,
504470	522950	poi questo problema fu risolto, professor Barbera, dalla grande induizione politica di De Gasperi, visto che adesso se ne appropriano tutti, pare che sia al congresso di Assago in questo momento, noi potremmo ritamarlo,
522950	542770	De Gasperi non inventò il meccanismo della maggioranza, De Gasperi inventò il meccanismo della coalizione che è una cosa diversa dalla raccolta della maggioranza ritmetica,
542770	565770	De Gasperi con la coalizione si fece carico di conservare il pluralismo che è la condizione di ricchezza della democrazia all'interno di una società evoluta, però poi si adoperò anche perché formazioni politiche con identità diverse potessero collaborare,
