start	end	text
0	9620	Necessità che da parte italiana si migliori l'ambiente, soprattutto per quanto attiene
9620	15980	l'amministrazione pubblica nella performance all'interno, per creare un universo più ampio
15980	21740	di candidati, che quindi non si indirizzino necessariamente o si rivolgano necessariamente
21740	27020	agli organismi internazionali, ma che possano trovare una occasione di impiego su uno spettro
27020	37700	molto più ampio sia interno che internazionale, e chiudo la necessità di avere una più efficace
37700	46000	partecipazione dell'Italia ai processi di cooperazione economica internazionale sulla
46000	49760	base di una visione strategica del nostro ruolo.
61120	67480	Allora concludo questo primo giro di interventi prima di dare la voce a qualcuno dei presenti
67480	72700	a alcune delle vostre domande, il professore Mario Monti, che è il presidente e padrone
72700	75340	di casa qui, e il commissario europeo.
79880	86180	Emma Bonino ha parlato della solitudine di un commissario, condivido e contesto questa
86180	92760	affermazione, la condivido perché la sento anch'io questa solitudine tanto più che se
92760	95620	il suo partito è piccolo il mio non esiste proprio.
106740	112060	Contesto invece l'affermazione di Emma Bonino perché siamo in due e io ho la fortuna di
112260	118600	avere la compagnia di una collega per di Più Bocconiana che per giudizio unanime sta facendo
118600	123880	uno splendido lavoro con sicuro vantaggio per l'immagine dell'Italia.
130800	139820	Farò tre riflessioni anch'io in una prospettiva dall'Europa, la prima è che i punti di forza
143360	152980	tra i punti di forza c'è sempre stato visto dall'Europa, l'europeismo dell'Italia, adesso
152980	161500	si sta diffondendo una sensazione che all'Italia ormai dell'Europa, del proprio posto nell'Europa
161540	169900	di domani, non gliene importa niente, neppure alla sua leadership più colta, più autorevole
169900	170820	e più capace.
172600	179500	Episodio più recente a proposito della conferenza intergovernativa che come sapete deve rivedere
179500	184880	il trattato sull'Unione Europea, episodio più recente è di ieri, Wall Street Journal,
186880	192880	5 Stati dell'Unione Europea e la Commissione mettono l'integrazione su una pista veloce,
193960	201520	leggo con ansia, la Francia, la Germania e i 3 Paesi del Bene Lux, insieme con la Commissione
204140	212640	Europea hanno deciso orientamenti per la conferenza intergovernativa, certamente MIO abbiamo partecipato
212640	217380	alle decisioni della Commissione Europea su questi orientamenti e poi osserva Wall Street
217380	223840	Journal i 5 Paesi, tutti i Stati fondatori dell'Unione Europea appaiono in un'azione
223840	226760	congiunta, l'Italia non è tra questi.
227880	232020	Rassegna stampa di ieri della Commissione Europea, la rassegna stampa che ci danno ogni
232640	240140	mattino, in tutti i 15 Stati membri l'opinione espressa il giorno prima dalla Commissione
240140	245580	Europea in vista della conferenza intergovernativa, cioè il nostro progetto è al centro dei
245580	253280	commenti, se prendiamo la pagina Roma, la stampa italiana, Paese che deve gestire la
253280	265740	conferenza intergovernativa, non c'è praticamente una parola, eppure mi rivolgo a voi studenti
265740	270880	che nelle prossime settimane, in particolare prima del 21 di aprile, sentirete parlare
270880	277980	moltissimo di Europa, si sta però diffondendo in Europa la sensazione che il parlare di
277980	286960	Europa in Italia sgorghi o da una posizione, quella della destra, che è sostanzialmente
286960	294160	critica del processo di integrazione, o da una posizione, quella parlo per grandi generalità
294160	301660	del centro e della sinistra, che sta facendo un uso largamente strumentale dell'Europa,
301980	307580	ci sono le dovute eccezioni, da una parte si rifiuta la sostanza dell'Europa perché
307580	314120	non penetra il concetto di integrazione dei mercati e di contribuire agli interessi nazionali
314120	320780	attraverso una costruzione più grande, dall'altra parte si è fatto, si sta facendo un uso
320780	326400	spesso strumentale dell'Europa a scopo strettamente di politica interna e di potere, senza andare
326400	336580	nei dettagli delle decisioni che hanno riguardato il timing delle elezioni, il posponimento
336580	342160	ad un'epoca successiva della manovra ancora necessaria per conseguire l'Unione economica
342160	350760	monetaria, sono dimostrazioni eloquenti, non della non curanza di Europa, ma peggio di
352740	359620	uso strumentale dell'Europa. La mia seconda riflessione riguarda la
360440	365980	affidabilità, è una caratteristica quella dell'affidabilità che non è tra i punti
365980	371700	di forza, lo sappiamo dell'immagine italiana, però accade che con il procedere dell'integrazione
371700	377080	questa caratteristica acquisti un peso sempre maggiore, perché la genialità, la capacità
377080	381920	di cavarsi dall'ultimo momento cose che ci sono state e ci vengono riconosciute, diventano
381920	386800	meno importanti nel momento in cui nel condominio che è l'Europa si decide di abolire le porte
386800	392020	di ingresso dei singoli appartamenti. Tutti i governi sono impegnati in un gigantesco
392020	397440	sforzo di persuasione delle loro opinioni pubbliche che possono fidarsi degli altri condomini,
397640	404500	allora il fatto di avere indisciplina finanziaria o alta inflazione prima poteva essere un connotato
