start	end	text
0	8220	innovazioni in esse previste. La fusione fra Unione e Comunità Europea, la legislazione
8220	13180	in linea di principio affidata non al solo Consiglio ma all'eguale potere legislativo
13180	19800	del Parlamento Europeo e dello stesso Consiglio, con un uso allargato del voto a maggioranza,
20120	26720	la funzione esecutiva a livello europeo affidata alla Commissione e qui mi fermerei.
27420	35840	Francamente, io trovo un po' difficile la comprensione di questo quadro. Vogliamo aiutare
36700	42920	noi per primi, a me per primo e magari ai nostri ascoltatori ad avere un'idea un po'
43180	48440	più chiara, più semplificata, diciamo, del quadro istituzionale?
51680	59560	Ma io mi riconosco in tutte quelle parole e quindi trovo che sia un quadro relativamente
59560	66880	semplice. C'è la Camera dei Popoli che è il Parlamento Europeo e c'è la Camera degli
66880	77880	Stati che è il Consiglio Europeo, è la Commissione che svolge il ruolo, quindi di governo. La
77880	84940	Parlamento che è la Camera dei Popoli e c'è la Camera degli Stati dove siedano i rappresentanti
84940	91000	dei governi che è il Consiglio Europeo. Mi pare che sia piuttosto lineare che la cosa
91000	98280	non sia complessa, anzi direi che si è resistito nell'ambito della Convenzione, poi questo
98280	106180	non è stato ripreso nella conferenza intergovernativa, a non creare ulteriori organi e c'era una
106180	113560	tendenza a spingere per fare una Camera dei Parlamenti nazionali che volevano avere un
113560	121680	ruolo maggiore nelle decisioni dell'Europa. Oggi lo hanno e io credo che l'aspetto per
121680	128900	rendere più democratiche le iniziative della Commissione e quindi i progetti legislativi
128900	136180	che si portano avanti, la Commissione ogni volta che propone una legge, perché oggi
136180	142640	si chiameranno leggi, dovrà trasmettere ai Parlamenti nazionali per sapere se quella
143420	150820	iniziativa rientra nelle prerogative dell'Unione Europea o invece travalica. Se travalica
150820	156880	ha la possibilità, se un terzo dei Parlamenti dicono che travalica, la Commissione deve
156880	164140	rivedere, riconsiderare o addirittura ritirare la proposta. Quindi questo è un sistema che
164140	169740	rende più democratico, come si può rendere più democratico? Questo è, diciamo che si
169740	175520	chiama la sussidiarità, il concetto della sussidiarità. L'Unione Europea non deve fare,
175980	181960	deve fare solo quello che è capace di fare meglio degli Stati nazionali o delle Regioni
181960	191520	Europee oppure degli enti territoriali. Ecco, quindi principio di sussidiarità, che il
191520	196900	livello decisionale deve essere sempre il più basso quando possibile e si passa a livello
196900	206360	superiore quando necessario. Quindi c'è stato uno sforzo per colmare quello che si chiamava
206360	214180	il deficit democratico dell'Unione Europea. Oggi certamente la Commissione non è eletta,
214340	223060	cioè dire il Governo dell'Europa non è eletto direttamente dai cittadini, ma per interposta
223060	227980	partecipazione dei governi, i quali governi naturalmente sono espressioni del Parlamento
227980	234440	e quindi c'è un passaggio indiretto in quella elezione. C'è un Parlamento europeo eletto
234440	240280	direttamente dai cittadini, ci sono i governi nel Consiglio Europeo che dicevo che è la
240280	246480	Camera degli Stati, eletti direttamente dai cittadini, c'è il principio della sussidiarità
246480	253040	che rimuove perlomeno in parte il deficit democratico, quindi mi pare che si siano fatti passavanti
253040	260060	anche da questo punto di vista, anche nella semplificazione. Poi non estendere troppo
260060	266800	il discorso delle competenze e anche degli atti legislativi che non si capiva cosa erano
266800	272120	le direttive, cosa erano le raccomandazioni, cosa erano le proposte. Però è vero quello
272120	279300	che dice Giulio Boccard che per mesi ci battiamo per ottenere della documentazione che poi
279300	284100	ci arriva durante il processo, ma non è che rallentiamo il processo, questi processi sono
284260	290840	importanti perché la procedura, la procedura come lo che abbiamo ci obbliga, ci obbliga
291380	302860	a portare questi problemi che hanno in suoi tempi. Il contro interrogatorio può durare
302860	311040	settimane, lo stesso test che può rappresentare il interrogatorio diretto da parte del procuratore
311040	317320	per due a cinque ore, la difesa può farlo durare se ritiene e se il Presidente della
317320	327940	Corte. Questo è stato un grande passavanti. Quale libertà per l'esercito dell'azione
327940	340120	penale del procuratore? Quindi io qui mi occupo naturalmente del Tribunale Adopto per legge
340120	344820	del Consiglio di Sicurezza. Il Procuratore è indipendente, questo è scritto nel Consiglio
344820	350000	di Sicurezza delle Nazioni Elite. Se non avesse personalità giuridica, questo non sarebbe
350000	357740	stato possibile. E' poco indipendente ma allotta per i principi. Intanto bisogna dire che un
357740	364460	Tribunale Adopto ha un mandato ben preciso del Consiglio di Sicurezza che dice che può
364460	374640	procedere contro gli alti responsabili militari o politici dei crimini commessi nella ex
374640	384740	Yugoslavia. Ecco quindi una prima restrizione e quella l'abbiamo vissuta molto sul Tribunale
384740	390900	del Rwanda perché addirittura il periodo temporale era solo da gennaio a dicembre
390900	403600	1994. Quindi il crimine commesso nel gennaio 1995 non è più di giuridizione. Naturalmente
403600	413260	questo mandato del Consiglio di Sicurezza è espresso abbastanza in modo generico per cui
413260	420060	gli alti responsabili dei patti non è solo dalla parte la funzione.
462560	473240	Noi carpino豐i che non pistavano alancesi di volerlo riposare Prosci trava spesso interactions
473240	480560	Anniacciato che a prima se lo Stato non copera, cioè il primo procedimento parte e questo è una data
480560	482220	Allora quali sono gli strumenti?
482460	487980	Un troppo di strumenti sono tutti costretti a non coperare come sempre e a non fare le scelte
487980	493460	Però sono solo le scelte internazionali che sono il diritto internazionale classico
493460	497200	Finalmente è basato sulle trattate, quindi alla fine
497200	502400	Se uno Stato non rispeccia il crasso perché non copre la produzione finale
502400	511560	L'unica possibilità reale di episodi copreti a polizia è quella che gli altri Stati che hanno ratificato
511560	515140	Che sono titolati di un diritto nel brote
515140	520260	Naturalmente è in dais a che già sono co-operati per l'intervento
520260	525660	Ma se non lo fanno è avvenuto con la lunghezza del contatto di comunità di Stato
525660	527420	Non ci sono scelte di diversità
527420	528680	Anunciato al mondo!
529200	535060	Cioè, diveniamo a livello, nel caso di uno Stato, che nessuno ne adasse
535060	538740	E che gli altri Stati, se il Congo non coperano come mai
538740	543900	Con le forze del mondo associativo e istituzionali
543900	546640	Allo scopo di intervenire eccetera eccetera
546640	550920	Per la tutela dei diritti dell'uomo e di repressioni della virazione più grande
551680	557220	È vero che lo statuto è stato provato, è stato ratificato, è entrato in vigore
557220	561400	La Corte è tutta formata, il PM è anche, il primo processo è partito
561400	564380	Ci sarà il secondo e allora basta
564380	566920	Lasciamo, ci saranno altre battaglie
567580	569280	Certo che ci sono altre battaglie
569280	572140	Ma qui ce n'è ancora una da fare
572140	575200	E qui è indicata con grande lucidità
576200	578880	Su tali e altre questioni
578880	584600	Come quelle che riguardano la corretta cooperazione degli Stati con la Corte
584600	589440	Il nostro Paese, ad esempio, pur avendo ratificato il Sanitario giusto
589440	595200	Non ha ancora approvato una effettiva normativa di adeguamento interno
595840	598320	È troppo gentile questa frase
598320	602440	Sembra che non è effettiva, ma non c'è niente
602440	604680	Niente, niente, niente, niente
604680	608820	E dire che lo statuto è stato provato il 18 luglio del 98
609440	614080	E dire che l'Italia l'ha ratificato nei primi mesi del 99
614080	617480	E dire che l'Italia diceva, bisogna che tutti ratifiche
617480	621280	C'è tutti ratifiche che dobbiamo fare, entretanto l'adeguamento
621280	624640	Non c'è ancora nemmeno per una virgola
624640	630360	Anche se state formate varie commissioni da governi vecchi e nuovi
630360	634220	Comissioni penali sostanziali, commissioni penali processuali
634220	636400	Commissioni internazionali, commissioni militari
636400	639320	Non si è lavorato le commissioni
639320	644360	Sono lì i testi fatti anche molto bene da commissioni ben formate, ben precedute
645080	649420	Da Benedetto Conforti, che ha gestito da parte sua l'organizzazione
649420	657020	Non è nemmeno stato ancora presentato in Parlamento un testo governativo su questo piano
658460	660120	E' una pergonia
660120	662480	E' sempre necessario perché si tengono insieme i popoli
662480	663840	Questo è il mio convincimento
663840	672140	Ho detto questo, però questa mancanza non inficia l'importanza della Costituzione che è stata approvata
672140	678300	A cui ancora una volta dobbiamo dare atto e dire un grazie ad Amato e a Dino
682080	690120	Forse io potrei dire due parole su quale sono state le argomentazioni degli altri
690120	698300	Che hanno impedito l'inclusione nel preambolo del richiamo alle radici cristiane dell'Europa
699060	705300	Il ragionamento che è stato fatto è che i principi fondamentali del cristianesimo
705300	714120	Che riguardano la fratellanza, che riguardano l'aiuto ai più deboli
714120	717300	Che riguardano la solidarietà
718260	723120	Sono principi che sono condivisi non soltanto dai cristiani
723120	728300	Ma sono condivisi anche da altri, da altre religioni o anche dai non credenti
728560	735900	E siccome in Europa ci sono cristiani, non cristiani, credenti, non credenti e atei
735900	742560	Perché quindi dare questo particolare riconoscimento nel preambolo alla Costituzione
743880	751160	Alle radici, alle tradizioni o alla religione cristiana in particolare rispetto alle altre
751160	754560	Questo è stato il ragionamento fondamentale
754560	760560	Che poi si ritrova anche nel principio della laicità dello Stato
761200	764560	E quindi siccome questo è un trattato costituzionale
764560	771820	Però il preambolo, senza menzionare la parola cristiane o radici cristiani
771820	779760	Sottolinea quindi il patrimonio culturale, religioso dell'Europa
779760	786080	Senza specificarlo, noi sappiamo che da parte della Santa Sede, del Vaticano
786080	794040	Avrebbero voluto in quel patrimonio culturale e religioso in particolare cristiano
794040	800540	Questo era l'inciso che anche alla fine durante la conferenza intergovernativa
800540	804900	Che naturalmente, personalmente non avrei avuto nessuna obiezione
804900	807900	Ma che non è stato possibile far accettare
808520	814900	La Francia ma anche altri paesi sono stati assolutamente negativi
815480	818760	Con l'inclusione di questo nel preambolo della Costituzione
818760	822440	Ma la Costituzione riconosce la libertà di culto
822440	827720	La Costituzione riconosce le istituzioni religiose, le difende, le protegge
827720	837160	Quindi non è che effettivamente non sia dato nessun peso all'aspetto religioso
837160	839560	Quindi delle istituzioni, delle chiese, ecc.
840520	848820	Sono articoli all'interno della Costituzione che specificano il rispetto di queste istituzioni
848820	852280	Poi c'era la domanda di quel signore sul popolo sovrano
852280	854280	Ma non so se vuole rispondere Giuliano
856880	868580	Il popolo sovrano, c'è a dire che qui si sono accettate eccessioni di sovranità all'Europa
868580	872620	Senza un interpello diretto dei cittadini, c'è a dire del popolo
872620	875280	Perché? Perché si è trattato di trattati
875980	880280	E nella nostra legislazione i trattati sono approvati dal Parlamento
881200	886000	Quindi lo strumento referendario non ha esistito fino a oggi
886000	891600	Che non ha impedito, probabilmente si può arrivare, se si vuole, con uno strumento legislativo
891600	893400	Ma i trattati li approva il Parlamento
894520	900040	Quindi quando lei ha parlato della moneta unica, il Parlamento ha approvato il trattato di Maastricht
