start	end	text
0	780	dimostrare. Ma non è inutile
780	2360	dire. Delicata per il dibattito
2360	3320	e quindi lo ringrazio
3320	4960	particolarmente. E poi
4960	7360	salutiamo fin d'ora il
7360	8820	Presidente, il Segretario di
8820	10100	Alternativa Sociale che abbiamo
10100	11580	già ben conosciuto, Alessandra
11580	14720	Mussolini che salutiamo con
14720	16740	particolare calore come
16740	19860	Alessandra può ascoltare. La
19860	21840	parola adesso a Giorgia
21840	23340	Meloni che anche ascolteremo
23340	29340	un particolare galore. Poi sarà Matteoli.
31780	38360	Buongiorno, io voglio partire unendo ai ringraziamenti a Maurizio e Gnazio, a tutti quelli che hanno
38360	41680	voluto e contribuito all'organizzazione di questo appuntamento perché credo che sia
41680	48520	quantomai importante e bello riuscire a trovare momenti di confronto rispetto alla frenesia
48520	53400	del nostro quotidiano. Certo il tema che si è deciso di dare a questa due giorni, il
53400	60360	tempo delle scelte è quantomai gravoso, soprattutto nella stagione politica decisamente complessa
60360	65500	che noi stiamo attraversando. Dirò subito che non mi appassiona particolarmente il dibattito
65500	71620	dal titolo quando cade il governo Prodi, sarà perché è la domanda alla quale tentiamo
71620	78500	di dare una risposta più frequentemente durante la giornata, ma anche perché credo che la
79460	86260	vogliamo utilizzare il nostro tempo. Cioè se pensiamo che sia sufficiente starci nellì
86260	93780	ad aspettare che la maggioranza drammatica di centro-sinistra imploda a spendere le nostre
93780	100900	giornate tra difficili calcoli, alchimie di ogni genere, magari ritrovarci a tifare per
100900	107400	Dini o Turigliatto o se vogliamo invece lasciare questo ruolo ad altri e dedicarci invece alla
107400	112720	definizione di quella opposizione che deve essere capacità di disegnare un'alternativa
112720	117120	credibile, visibile, chiara agli occhi del popolo italiano. Se noi pensiamo che questo
117120	121480	debba essere il ruolo d'alleanza nazionale, allora è evidente che non possiamo non partire
121480	127460	dalla dimensione di un partito di popolo, di un partito che deve saper parlare il linguaggio
127460	137380	della gente, di un partito che deve sapersi occupare dei problemi delle persone. Questa
138980	145840	soggetti politici. Basta pensare, se voi pensate che l'ultimo mese, Oliviero di Liberto l'ha
145840	151080	passato prima tentando di portare la salma di Lenin in Italia, poi tentando di convincerci
151080	155900	che la corazzata Potionchi non era una boiata pazzesca e vi rendete conto di quanto sia
155900	160060	fruttuoso lo stipendio che gli italiani pagano a certuni parlamentari tanto per rimanere
160060	167360	in tema di costi della politica. Allora a noi piace provare a rappresentare un modello
167380	172320	diverso e dicevo parlare dei problemi delle persone. Allora la questione delle riforme,
172460	178100	io credo che la questione delle riforme sia gioco forza, una questione di grande rilevanza
178100	181560	per il futuro dell'Italia, il tema della legge elettorale, tutto quello che noi ci siamo
181560	185520	detti tanto che abbiamo sempre offerto il nostro punto di vista sul tema delle riforme
185520	190540	elettorali così come ci siamo battuti e ci batteremo sempre contro ogni tentativo di
190540	196560	riportare l'Italia indietro di 15 anni imponendo sistemi elettorali che affossano il bipolarismo,
196560	200500	che vogliono espropriare gli italiani del loro diritto alla sopranità, che vogliono
200500	204540	ridare centralità agli inciuci di palazzo perché abbiamo promesso che non sarebbe tornata
204540	209440	alla Prima Repubblica e non tornerà e in questo credo che anche voglio dire un ragionamento
209440	215320	vada fatto sulla proposta peltroniana di un tedesco ma anche spagnolo e quindi temi importanti,
215480	222400	però voglio dire anche attenzione, guai a considerare queste questioni preminenti rispetto
222560	229460	ai problemi con i quali gli italiani si confrontano tutti i giorni e che gli italiani per forza
229460	234660	considerano più importante dello strumento, della legge, del sistema come il quale noi
234660	241260	andremo ad eleggere i parlamentari della prossima legislatura e questa la differenza e la capacità
241260	246100	di interpretare questo bisogno che sancisce la differenza tra un partito di popolo e un
246100	251280	partito di palazzo. Allora io credo che Alleanza nazionale abbia fatto molto bene quando sui
251460	256340	temi della sicurezza l'immigrazione ha scelto la strada della determinazione, ha scelto
257260	262720	di fregarsene di quel politicamente corretto che poi in Italia vuol dire dire le cose che
262720	266820	vanno bene alla sinistra radical sci che ha detto quello che pensava e l'ha fatto con
266820	272440	intelligenza, con incoerenza, con proposte concrete. Io credo che questa sia in qualche
272440	276660	maniera la strada nelle settimane in cui noi abbiamo rivendicato diritto alla sicurezza
276660	282460	per i nostri cittadini, la certezza della pena, la possibilità di espellere immediatamente
