start	end	text
14600	18280	Radio Radicale, abbiamo qui con noi Lamberto Dini, già Presidente del Consiglio.
18740	25880	Presidente Dini, gli ostaggi in Iraq, gli ostaggi in Guccezia, in Ossetia del Nord,
25880	31160	anzi da parte di guerriglieri o terroristi ceceni, ma che cosa sta succedendo a livello
32180	37180	internazionale? Il terrorismo fondamentalista attacca su tutti i fronti oppure noi occidentali
37180	41020	europei faremo bene a cominciare in qualche modo a separare le cose, una cosa è la Cecegna,
41120	45440	una cosa è l'Inguscezia, un'altra cosa è l'Iraq, una cosa è la Palestina, una cosa del tutto diversa
45440	55300	del Kashmir. Io non credo che sia in atto la formazione di una coalizione islamica fondamentalista
55300	64420	contro l'Occidente. Ci sono dei fatti che evidentemente forze che appoggiano il terrorismo
64420	72140	fondamentalista islamico e queste fanno capo in primo luogo al Qaeda, che si è insediata
72140	78140	in Iraq e che ora muove alcune leve, come abbiamo visto dal rapimento dei giornalisti,
78140	87080	e ora in particolare i due giornalisti francesi. Poi ci sono dei movimenti indipendentisti
87080	95900	nel sud della Russia e in particolare appunto in Cecegna che utilizzano l'elemento religioso
95900	103320	e quindi per portare avanti un'azione terroristica ma in funzione dell'autodeterminazione dell'indipendenza
103320	109620	delle loro regioni. Sono fattori diversi o in ogni caso motivazioni diverse, che poi
109620	117340	al Qaeda cerchi di utilizzare questo scontento e queste forze che mirano di raggiungere questi
117340	122400	determinati obiettivi, questo non c'è dubbio, ma certamente non è la totalità del mondo
122400	127960	islamico che muove nella direzione del terrorismo. Quindi niente scontro di civiltà? Io penso
127960	134960	che effettivamente il rischio ci potrà sempre essere, ma che la maggioranza del mondo islamico
135660	142220	è contro il terrorismo fondamentalista e lo vediamo tra i paesi della sponda sud del
142220	150200	Mediterraneo che invece cercano di trasformare gradualmente le loro società e le loro istituzioni
150200	156240	in senso democratico, lo vediamo dall'avvicinamento all'Europa, non solo la Turchia che mira
156240	164620	ad essere un membro dell'Unione Europea che oggi ha un accordo doganale pieno, un'Unione
164620	169620	doganale con l'Unione Europea, ma gli accordi di cooperazione che sono con il Marocco, con
169620	173520	l'Ageria, con la Tunisia, con l'Egitto. Questa è una strada che deve essere ancora
173520	177780	più perseguita? Questa è la strada che deve essere perseguita e questi paesi combattono
177780	182360	loro stessi a loro interno il fondamentalismo e il fondamentalismo islamico. Lei pensa che
182490	187750	dovrebbe entrare nell'Unione? Io penso di sì e che entrerà nell'Unione, non subito,
187950	193790	io credo che dovremmo accogliere la Turchia che è un grande paese, naturalmente di 66,
193970	200930	70 milioni di abitanti, che ha una forte base economica e che certamente sarà un elemento
200930	206190	positivo, è un paese islamico ma con un governo laico. E' ben difficile accogliere la Turchia
206190	212390	se si mette in costituzione dell'Unione Europea le radici cristiane però? Le radici sono le
212390	217050	radici, poi l'evoluzione del mondo è l'evoluzione del mondo. L'ambero è un altro. Insomma oggi
217050	223530	se ci sono 5 milioni di musulmani in Francia, che sono l'8-9% della popolazione, naturalmente
223530	228670	non è un fatto che può essere ignorato. Ecco, lei come valuta la reazione delle comunità
228670	233890	musulmane di Francia, la presa degli ostaggi e come valuta tutta la messa in campo della
234430	239310	diplomazia e dell'azione politica da parte del governo di Parigi? In primo luogo certamente
239310	247250	le comunità islamiche e musulmani di Francia non hanno apprezzato la legge sul velo e quindi
247250	253450	l'hanno anche combattuta ma l'hanno combattuta con i metodi democratici. I musulmani di Francia
253450	259530	si sentono integrati in Francia e nella società francese e abbiamo visto proprio quale sia
259530	266150	stata la reazione nel momento in cui hanno rapito i due giornalisti francesi di sostegno
266150	271910	al governo Chirac, certamente non con i terroristi. Un po' diversa la situazione in Italia? Ma
271910	278530	in Italia mi pare che nel caso che tutta la Francia ha messo in moto una macchina politica
278530	284690	attivando tutte le leve che ha a loro disposizione per salvare i due giornalisti, quindi mai
284690	289670	prima d'ora c'era stata una mobilitazione così forte e va tutto merito del governo
289670	296710	francese. Barniechi è andato in Egitto che visiterà altri paesi del Medio Oriente utilizzando
296710	303190	non soltanto le ambasciate, il ministro dell'Interno che rilega con la comunità islamica in Francia,
303430	309990	quindi un'azione a tutto raggio, a vasto raggio del governo francese per liberare. Vediamo
309990	316650	se riusciranno. La lega araba che naturalmente stessa stessa si è pronunciata per la liberazione
316650	323490	di questi due, ma questa è un'azione politica molto forte. Tutti questi paesi del Mediterraneo,
323530	328750	l'Egitto e gli altri si muovono, si sono mossi a seguito dell'iniziativa del governo francese,
328930	335970	non di loro iniziativa. Nel caso Baltoni effettivamente dobbiamo dire che l'azione del governo noi
335970	340730	non sappiamo quale sia stata al di là di aver incaricato la croce rossa di ricercare
340730	345450	il rilascio. Forse sono state prese altre iniziative, forse non c'è stato il tempo,
345450	353710	il governo non ha informato la nazione dell'azione intrapresa per salvare Baltoni. Quindi alla
353710	358850	luce dei risultati naturalmente quello che è stato fatto non è stato sufficiente, anzi
358850	364250	direi che è stato completamente inefficio. Non c'è una differente percezione e valutazione
364250	368710	anche strategia nella lotta al terrorismo tra le due sponde dell'Atlantico, secondo lei,
368750	372470	poi alla fine e fine questa è la base della divisione, della frattura, insomma, nella
372470	379750	politica tra le due pezzi dell'Occidente. Io direi di no, perché la risposta al terrorismo
379750	385270	a seguito dell'attacco alle torri gemelle è stata univoca nel mondo, in particolare
385270	390890	in tutta l'Europa. La reazione fu, siamo tutti americani, fu attivato l'articolo 5
