start	end	text
0	6260	per una rivendicazione dell'orgoglio per il passato. La metto lì perché su questa poi
6260	11940	voglio riprendere il discorso del popularisme e della risposta alle grandi questioni, così
11940	22880	come la impostava l'amico Derita. Cos'è l'Italia di oggi? Proprio per non stare all'astratto
22880	29140	ci diceva Zecchino. Tentare di legare pensiero politico all'attualità delle questioni
29140	36360	aperte. Dentro questo cambiamento che giudichiamo globalmente positivo, quali sono i cambiamenti,
36400	44520	le questioni aperte alle quali comunque l'organizzazione della politica deve dare risposta nel nostro
44520	50820	Paese? Il discorso sarebbe amplissimo, io lo sintetizzo. C'è un problema di organizzazione
50820	57720	politica, della politica, entranto in Europa, il diventare più europeo. Questa grande questione
57720	63760	del bipolarismo o no, come l'affrontiamo fuori dalle semplificazioni spesso inaccettabili?
64960	70360	Ma che le nostre istituzioni oggi, dopo i 50 anni che abbiamo dietro le spalle che io
70360	76940	ho globalmente rivendicato come positivo, come giudizio di sintesi, oggi è giusto costruire
76940	83340	istituzioni che trovino un punto di equilibrio tra rappresentatività e quindi democrazia
83340	90160	e però efficacia dentro il mondo cambiato dell'economia e della società? Forse in Europa
90160	96680	sono globalmente più efficaci. Il giudizio sul bipolarismo si lega a questo, alla stabilità
96680	102960	dei governi che non cancelli una giusta rappresentatività, ad una capacità di risposta e di sintesi.
103040	110200	Noi popolari non l'abbiamo rinnegato e non lo rinneghiamo il cammino verso una riorganizzazione
110200	117200	delle nostre istituzioni. Io spero che i risultati delle scadenze che abbiamo di fronte siano
117200	125280	tali che ci consentano di riprendere questo cammino e io medito anche su chi ci dice caratterizzatevi
125280	129420	di più, ce l'ha detto per il passato e ci dice ora, ma questo cammino forse lo dovremo
129420	136820	riprendere. Le nostre istituzioni hanno bisogno di una registrata per metterci in condizioni
136820	143160	di governare la società e le prospettive che si aprono, quindi questo è un punto da
143160	151260	fare. C'è un po' di confusione su questo, sul piano delle esigenze delle categorie organizzate
151260	158380	o comunque della persona che non ha più aggregazioni forti, perché dentro il cambiamento che c'è
158380	164300	stato è facile vedere l'intembolimento della rappresentanza categoriale, in particolare
