start	end	text
0	1260	l'amplificazione. C'è l'abbiamo.
1460	3520	Abbiamo l'amplificazione. Buonasera
3520	5340	a tutti, grazie ancora per essere
5340	7300	qui. Ringraziamo il ministro
7300	8480	Minniti che ci è venuto a
8480	9700	trovare, ringraziamo i due
10400	11820	giornalisti che lo
11820	13660	intervisteranno, Gian Micalessina
13660	15600	e Mario Giordano e diamo la
15600	17180	parola per l'introduzione di
17180	18380	questo dibattito, il racconto
18380	19600	del lavoro che Fratelli d'Italia
19600	21360	ha fatto in Parlamento sui temi
21360	22380	dell'immigrazione e della
22380	24100	sicurezza al presidente del
24100	29980	gruppo parlamentare di Fratelli
29980	30160	dell'Italia. Raggiungiamo,
30340	32160	prego Fabio, che faccio tutto
32160	34640	in questa festa, presento, canto,
34880	37620	do la birra, l'accolgo, vabbè,
